request_id,created_at,status,category,department,origin,division,neighborhood,latitude,longitude
66,2024-07-17 02:01:00,Closed,Water Leak,DOMI – Permits,Call Center,South,Carrick,40.458129568632096,-80.03447183294837
67,2024-02-21 10:29:00,New,Road Repair,Building Code,Website,South,Shadyside,40.510512109576275,-80.05296417161473
68,2024-10-19 19:14:00,New,General Inquiry,DOMI – Permits,Website,North,Downtown,40.42402969893299,-79.93403884585096
69,2024-01-28 05:03:00,Closed,Animal Issue,PWSA,Call Center,South,Squirrel Hill,40.45299578287149,-79.99036017023654
70,2024-12-26 05:07:00,Open,Accessibility,PWSA,Mobile App,East,Bloomfield,40.52993954584082,-80.0576827606831
71,2024-10-08 20:51:00,Closed,Animal Issue,DPW – Street Maint,Call Center,East,Bloomfield,40.39149195529147,-79.88947318395296
72,2024-03-13 12:44:00,New,Road Repair,DPW – Street Maint,Call Center,West,Beechview,40.47574071928695,-79.99225096872112
73,2024-01-03 00:22:00,Open,Graffiti,PWSA,Call Center,Central,Brookline,40.351962101034836,-79.97899839844992
74,2024-10-24 15:26:00,Closed,Animal Issue,Building Code,Website,West,Bloomfield,40.51730668184534,-79.91384332867457
75,2024-09-15 00:04:00,Closed,Waste,DOMI – TrafficShop,Call Center,North,Carrick,40.47540479922385,-80.02556747657994
76,2024-09-23 02:06:00,Closed,Animal Issue,DPW – Street Maint,Call Center,South,Shadyside,40.483203074275806,-79.92067842369934
77,2024-10-08 12:19:00,New,Graffiti,DPW – Refuse,Call Center,West,Carrick,40.418748672391594,-79.9222236547234
78,2024-01-28 00:37:00,Open,General Inquiry,311 General,Website,South,East Liberty,40.46605390600935,-80.113481983353
79,2024-05-10 20:09:00,New,Noise,DOMI – Permits,Mobile App,West,Downtown,40.45385195964695,-80.0389244648034
80,2024-02-12 07:00:00,Closed,Noise,Building Code,Call Center,South,Downtown,40.523834804686985,-80.06724813661654
81,2024-11-11 00:47:00,Closed,Noise,PWSA,Website,West,North Oakland,40.331745567311664,-79.99376272311278
82,2024-08-15 12:05:00,Closed,General Inquiry,PWSA,Call Center,East,North Oakland,40.45990376548864,-79.99783726975612
83,2024-04-30 18:40:00,Closed,Water Leak,Public Safety,Call Center,North,Beechview,40.39189148215663,-80.00186606067894
84,2024-01-24 04:46:00,Open,Accessibility,DPW – Street Maint,Call Center,West,Bloomfield,40.45984908957051,-80.08423160852956
85,2024-04-23 12:12:00,Closed,Accessibility,DOMI – TrafficShop,Call Center,East,Squirrel Hill,40.39321804081685,-79.92881903103383
86,2024-04-28 16:36:00,Closed,General Inquiry,PWSA,Website,Central,Beechview,40.5262666161492,-80.0356396194153
87,2024-09-23 07:21:00,Closed,Animal Issue,DOMI – TrafficShop,Website,West,Carrick,40.42554999053422,-80.03764590065937
88,2024-08-20 17:00:00,New,Trees/Public Space,Parks & Rec,Call Center,South,Squirrel Hill,40.50319544640706,-79.95637134076098
89,2024-11-19 19:59:00,Open,Accessibility,DPW – Refuse,Call Center,North,Brookline,40.5263984842761,-79.91232616117236
90,2024-06-21 08:36:00,On Hold,Waste,PWSA,Mobile App,East,East Liberty,40.4972965448873,-80.0516029664161
91,2024-02-13 15:38:00,Open,Waste,DPW – Refuse,Call Center,East,Bloomfield,40.473969081228965,-80.0978622605079
92,2024-09-17 08:01:00,New,Streetlight,DPW – Refuse,Call Center,North,North Oakland,40.405882488936335,-79.92022507423717
93,2024-10-04 16:28:00,New,Waste,DOMI – TrafficShop,Mobile App,West,East Liberty,40.377167623980846,-80.00629253814373
94,2024-07-23 20:47:00,Closed,Accessibility,DPW – Refuse,Mobile App,South,Squirrel Hill,40.50015505209541,-80.0907750529407
95,2024-10-08 09:40:00,Open,Trees/Public Space,PWSA,Call Center,Central,Shadyside,40.511728779072094,-79.93102969916663
96,2024-06-29 05:38:00,New,Graffiti,DPW – Refuse,Call Center,West,Beechview,40.46240157876964,-79.96501797832185
97,2024-07-09 19:08:00,Open,Noise,DPW – Street Maint,Call Center,North,East Liberty,40.43288686397118,-80.03796156322426
98,2024-06-05 01:15:00,Closed,Animal Issue,DPW – Refuse,Call Center,West,Carrick,40.512538624854145,-79.94687181707403
99,2024-01-10 06:40:00,Closed,Graffiti,DPW – Street Maint,Website,West,Downtown,40.3814605527014,-79.9014625841031
100,2024-02-09 09:07:00,Closed,Trees/Public Space,Parks & Rec,Call Center,North,Beechview,40.439282598021144,-79.85676858644628
101,2024-01-12 11:19:00,On Hold,Water Leak,DOMI – TrafficShop,Mobile App,North,Strip District,40.44312724419714,-80.04275989076038
102,2024-08-20 06:57:00,Closed,Noise,Building Code,Call Center,Central,Squirrel Hill,40.51650561274728,-79.99449893514253
103,2024-04-24 17:45:00,New,Streetlight,DPW – Refuse,Call Center,North,Shadyside,40.46353750600126,-79.9715149401224
104,2024-07-04 15:04:00,New,Water Leak,Parks & Rec,Call Center,North,Carrick,40.470033092774834,-79.97057372142092
105,2024-11-27 06:16:00,Open,Accessibility,DOMI – TrafficShop,Website,North,Shadyside,40.400997929134114,-79.89165873692936
106,2024-03-31 23:47:00,New,Trees/Public Space,DPW – Street Maint,Call Center,East,Squirrel Hill,40.44714427139154,-79.92485118613479
107,2024-05-29 18:57:00,Open,Noise,Public Safety,Website,North,Bloomfield,40.45101078061117,-79.90491426173958
108,2024-10-02 18:37:00,Closed,Streetlight,Public Safety,Mobile App,North,Brookline,40.38080676616281,-79.91986936041286
109,2024-03-24 12:16:00,Closed,Animal Issue,DOMI – Permits,Other,North,North Oakland,40.45962408192995,-79.89656140784051
110,2024-01-29 02:20:00,On Hold,Animal Issue,DOMI – TrafficShop,Website,Central,Squirrel Hill,40.481708849813266,-79.95702887000279
111,2024-04-15 18:13:00,Closed,General Inquiry,DOMI – Permits,Website,West,North Oakland,40.38725173667276,-80.03281675927373
112,2024-02-28 20:17:00,New,Accessibility,DPW – Street Maint,Website,North,Squirrel Hill,40.490432998244145,-80.01461075275014
113,2024-12-05 08:09:00,New,Waste,DOMI – Permits,Call Center,North,East Liberty,40.39130421336752,-80.04308791487645
114,2024-10-21 23:08:00,Closed,Trees/Public Space,Animal Care,Website,Central,Beechview,40.445552150537296,-80.1305278137814
115,2024-08-19 04:37:00,Closed,Streetlight,DPW – Street Maint,Call Center,West,Brookline,40.49973000117677,-80.0084323207162
116,2024-11-14 01:59:00,New,Streetlight,DPW – Street Maint,Call Center,Central,Beechview,40.499762290718095,-79.89398534479807
117,2024-10-20 08:10:00,On Hold,Waste,PWSA,Website,South,Beechview,40.341844234484455,-79.96532172572586
118,2024-03-09 02:21:00,Closed,Waste,Public Safety,Other,South,Strip District,40.39841740591907,-80.02449816762461
119,2024-11-21 18:49:00,Closed,Water Leak,Public Safety,Call Center,South,Squirrel Hill,40.402610702688214,-79.90226919063008
120,2024-07-15 20:38:00,Closed,Noise,DPW – Refuse,Call Center,North,Strip District,40.402909583832226,-80.03483921066679
121,2024-10-21 17:10:00,Open,Water Leak,DOMI – TrafficShop,Call Center,Central,North Oakland,40.39230415617989,-80.0530022981657
122,2024-11-23 01:45:00,New,Road Repair,DOMI – Permits,Call Center,North,Brookline,40.49134023786409,-80.08893810395078
123,2024-04-26 01:42:00,On Hold,Road Repair,PWSA,Call Center,South,Strip District,40.45769365909195,-80.03185397460715
124,2024-02-10 04:03:00,New,Accessibility,PWSA,Other,West,Shadyside,40.452840467005494,-79.97756049936497
125,2024-03-24 04:42:00,Closed,General Inquiry,Public Safety,Call Center,West,Brookline,40.45460115830847,-79.96583612111881
126,2024-06-04 21:27:00,Closed,Trees/Public Space,Parks & Rec,Call Center,Central,Carrick,40.457888274060025,-79.87759309968605
127,2024-10-25 13:48:00,Open,Streetlight,DOMI – TrafficShop,Website,West,Squirrel Hill,40.43499752544236,-79.90078019184827
128,2024-11-10 03:59:00,Closed,Noise,PWSA,Call Center,South,Downtown,40.41122600953715,-80.01102048781439
129,2024-01-03 12:54:00,Closed,Animal Issue,DPW – Street Maint,Website,Central,Beechview,40.40568977015933,-79.91676764634111
130,2024-07-05 10:08:00,Open,Animal Issue,DPW – Refuse,Call Center,Central,Beechview,40.54211802665528,-80.03298990164197
131,2024-06-01 08:31:00,Closed,Graffiti,311 General,Website,South,Downtown,40.481204163367465,-79.95111309688711
132,2024-03-22 01:39:00,Closed,Waste,DOMI – Permits,Call Center,South,Shadyside,40.44143806776078,-79.95037167641932
133,2024-02-13 18:01:00,Closed,Accessibility,PWSA,Call Center,South,Downtown,40.48946723841446,-80.05968396761806
134,2024-05-03 05:30:00,New,Graffiti,Public Safety,Call Center,South,East Liberty,40.361978801617454,-80.05116188845834
135,2024-12-10 03:53:00,Closed,Graffiti,DPW – Refuse,Website,Central,Downtown,40.34632604758709,-80.03064727870388
136,2024-04-27 23:15:00,Closed,General Inquiry,Animal Care,Call Center,West,Squirrel Hill,40.3456574666444,-80.07264418763722
137,2024-07-08 08:36:00,New,Trees/Public Space,Parks & Rec,Call Center,South,East Liberty,40.440039526999854,-79.94863463487272
138,2024-09-13 14:26:00,Open,Streetlight,Parks & Rec,Other,East,Downtown,40.4463981819071,-80.09247022886446
139,2024-05-12 17:23:00,Closed,Noise,DPW – Refuse,Call Center,Central,Brookline,40.406335185037754,-79.99500392760095
140,2024-12-20 16:48:00,New,Animal Issue,PWSA,Website,North,Carrick,40.47638221672108,-79.98412548595186
141,2024-12-17 07:02:00,Closed,Animal Issue,DPW – Refuse,Website,West,Bloomfield,40.4842952237299,-79.8894475087755
142,2024-04-01 21:36:00,Closed,Animal Issue,PWSA,Mobile App,Central,Beechview,40.468357478335506,-80.07076699254303
143,2024-06-30 11:53:00,Closed,Road Repair,Public Safety,Mobile App,South,Downtown,40.39362186396997,-79.912998693687
144,2024-04-19 19:41:00,New,Trees/Public Space,DPW – Refuse,Call Center,East,Downtown,40.45690844904405,-80.12779332154712
145,2024-04-13 23:12:00,Closed,Accessibility,DOMI – TrafficShop,Website,North,North Oakland,40.40503089273534,-80.06642128678685
146,2024-01-14 11:07:00,Open,Animal Issue,DOMI – Permits,Website,West,Beechview,40.4147526204541,-79.90333742921311
147,2024-08-10 11:47:00,Closed,General Inquiry,Parks & Rec,Call Center,South,Downtown,40.49832801121934,-79.92483135323305
148,2024-07-02 11:28:00,Closed,Animal Issue,PWSA,Call Center,Central,Squirrel Hill,40.467715464939225,-80.08292692265347
149,2024-01-19 18:57:00,Closed,Accessibility,DPW – Street Maint,Call Center,Central,Shadyside,40.365570371480985,-80.10913664584551
150,2024-04-11 16:56:00,Closed,Road Repair,DPW – Street Maint,Call Center,West,Downtown,40.41882494427456,-79.91683027864072
151,2024-11-27 12:24:00,Closed,General Inquiry,Animal Care,Website,East,Squirrel Hill,40.43022804130225,-79.99773325354366
152,2024-03-28 10:33:00,Open,Graffiti,DOMI – Permits,Other,South,Downtown,40.37428477526288,-80.06335172364686
153,2024-02-22 21:16:00,Closed,Accessibility,DPW – Street Maint,Mobile App,West,Carrick,40.525737409098,-79.99453999624417
154,2024-06-27 15:36:00,Closed,Graffiti,DPW – Refuse,Call Center,West,East Liberty,40.395744444523714,-80.09456271724389
155,2024-12-25 18:17:00,Open,Waste,DPW – Street Maint,Call Center,Central,North Oakland,40.42777173577611,-80.01888483410973
156,2024-03-29 08:24:00,New,Water Leak,Animal Care,Website,West,Squirrel Hill,40.478713023546966,-79.96978298230235
157,2024-09-02 07:54:00,Closed,Animal Issue,Public Safety,Call Center,North,Strip District,40.449006743494316,-80.0376272151958
158,2024-10-04 23:47:00,Open,Accessibility,DPW – Refuse,Website,North,Bloomfield,40.45146577725538,-80.0214550677986
159,2024-03-27 17:42:00,Closed,Water Leak,DOMI – Permits,Website,South,Shadyside,40.41401697775318,-79.87218360338602
160,2024-09-22 19:10:00,Closed,Noise,DPW – Refuse,Website,West,East Liberty,40.48850951076604,-79.90246162518909
161,2024-05-14 05:46:00,New,General Inquiry,311 General,Call Center,Central,Carrick,40.41581186878517,-80.0664325388593
162,2024-08-18 18:59:00,Closed,Trees/Public Space,PWSA,Call Center,South,Carrick,40.4611740313718,-79.97171779049181
163,2024-08-19 05:43:00,New,Waste,Public Safety,Call Center,East,East Liberty,40.47596789836195,-80.04850718609691
164,2024-07-14 13:23:00,On Hold,Noise,Public Safety,Call Center,Central,Brookline,40.35492303945182,-79.98299675151483
165,2024-02-02 22:56:00,Closed,Noise,Animal Care,Other,East,Strip District,40.53470800187994,-80.06775757506996
166,2024-10-31 21:14:00,Closed,Waste,Building Code,Call Center,South,Brookline,40.387810964434415,-80.07463402916265
167,2024-04-27 02:02:00,Closed,Graffiti,DPW – Refuse,Call Center,North,East Liberty,40.420935035244035,-79.89061554534068
168,2024-03-09 01:54:00,Closed,Accessibility,311 General,Website,Central,Bloomfield,40.36520313170264,-79.97748183889834
169,2024-01-15 21:11:00,Closed,Streetlight,Animal Care,Call Center,Central,North Oakland,40.32485832904547,-80.02180468608495
170,2024-08-03 16:13:00,New,Animal Issue,DPW – Street Maint,Website,South,North Oakland,40.48235021865909,-80.11135894094168
171,2024-09-04 07:27:00,New,General Inquiry,Parks & Rec,Call Center,Central,East Liberty,40.49071171934345,-80.06688834296588
172,2024-01-07 01:18:00,Closed,Road Repair,Public Safety,Other,Central,Strip District,40.42946885804673,-80.02573875224871
173,2024-07-05 21:56:00,Closed,Accessibility,Parks & Rec,Mobile App,South,North Oakland,40.433972190020015,-79.96800038874818
174,2024-03-23 16:06:00,Closed,Animal Issue,DPW – Refuse,Mobile App,West,East Liberty,40.3649289170702,-80.01237701110628
175,2024-08-23 11:42:00,Closed,Accessibility,DOMI – TrafficShop,Call Center,South,Beechview,40.493579108872254,-79.92766727154462
176,2024-03-04 15:26:00,Open,Noise,DPW – Refuse,Call Center,Central,Shadyside,40.454413314809045,-79.8639578071341
177,2024-09-09 04:36:00,On Hold,Streetlight,Animal Care,Website,South,North Oakland,40.433597194376254,-79.97163404282914
178,2024-05-21 03:48:00,Closed,Road Repair,311 General,Website,Central,North Oakland,40.48077679833115,-79.97218339185346
179,2024-12-07 21:45:00,New,Accessibility,DOMI – TrafficShop,Website,East,North Oakland,40.50345549824876,-80.06240708881565
180,2024-02-20 04:41:00,New,Animal Issue,DOMI – Permits,Call Center,East,Downtown,40.47261548134346,-79.95860226252343
181,2024-05-04 11:44:00,Closed,Road Repair,Public Safety,Call Center,North,North Oakland,40.4025871682159,-80.12734696423347
182,2024-02-11 10:01:00,Open,Road Repair,DPW – Street Maint,Other,South,Squirrel Hill,40.3679424003077,-79.9990030246454
183,2024-12-03 12:18:00,Open,Trees/Public Space,DOMI – TrafficShop,Call Center,South,Shadyside,40.48367586018619,-80.08750061833298
184,2024-11-16 05:29:00,New,General Inquiry,Public Safety,Call Center,East,East Liberty,40.43779392463515,-80.05562099988845
185,2024-04-04 03:34:00,Closed,Noise,DPW – Refuse,Call Center,East,Squirrel Hill,40.44602741824869,-80.10221198606764
186,2024-08-28 21:27:00,Closed,Trees/Public Space,DPW – Refuse,Website,East,Downtown,40.35069191285319,-79.9351188361038
187,2024-10-25 06:51:00,Closed,Animal Issue,Public Safety,Call Center,North,Beechview,40.47984202770475,-80.07670753946405
188,2024-07-21 15:33:00,Closed,Animal Issue,DOMI – Permits,Call Center,North,East Liberty,40.494466780036795,-79.95212369563274
189,2024-07-12 07:44:00,Open,Graffiti,Animal Care,Call Center,West,Strip District,40.35735505407658,-79.95952350535086
190,2024-03-29 06:37:00,Closed,Accessibility,DPW – Street Maint,Call Center,South,Carrick,40.514210083374806,-79.99889037532193
191,2024-02-03 23:34:00,New,Accessibility,DPW – Refuse,Website,North,Strip District,40.538821307929695,-80.03574660934247
192,2024-11-23 11:36:00,New,Graffiti,DOMI – TrafficShop,Call Center,Central,North Oakland,40.47676555236796,-79.97124960403089
193,2024-11-24 15:39:00,Closed,Water Leak,DOMI – TrafficShop,Call Center,South,Squirrel Hill,40.40761489771036,-80.0154410570872
194,2024-08-19 01:58:00,Closed,Waste,PWSA,Call Center,West,Beechview,40.396306638847186,-79.87443759473989
195,2024-05-03 17:54:00,Open,Accessibility,DOMI – TrafficShop,Call Center,East,Squirrel Hill,40.429604392183016,-80.09285446403717
196,2024-05-07 11:04:00,Open,Waste,PWSA,Call Center,West,Carrick,40.435886186312445,-80.05907492022548
197,2024-09-21 23:22:00,Closed,Accessibility,DOMI – TrafficShop,Mobile App,South,Strip District,40.48494566094157,-79.99586881504949
198,2024-11-23 10:41:00,New,General Inquiry,DPW – Refuse,Mobile App,East,Bloomfield,40.4731327845125,-80.05271341648215
199,2024-11-19 18:52:00,Open,Water Leak,DPW – Street Maint,Call Center,West,Brookline,40.4465487117609,-79.95328899704351
200,2024-10-11 15:42:00,New,Streetlight,DPW – Refuse,Call Center,West,Downtown,40.50973452096628,-80.01394850547777
201,2024-08-22 08:11:00,Open,Water Leak,DPW – Refuse,Call Center,South,Carrick,40.460399348921925,-80.01195279642059
202,2024-01-31 17:03:00,Closed,Animal Issue,DPW – Street Maint,Website,North,Beechview,40.445663039164835,-79.98036705165103
203,2024-02-28 23:52:00,Open,Graffiti,DPW – Refuse,Call Center,Central,Downtown,40.41438697050966,-80.03218873875636
204,2024-11-23 23:20:00,New,Animal Issue,311 General,Call Center,West,Strip District,40.42277811152595,-79.92455465666092
205,2024-08-09 08:19:00,Closed,Streetlight,DPW – Street Maint,Website,Central,Squirrel Hill,40.5175285054747,-79.92614841216769
206,2024-01-04 08:33:00,Closed,Trees/Public Space,DPW – Street Maint,Call Center,South,Carrick,40.46246921560204,-80.02247415076842
207,2024-02-07 00:53:00,Open,Animal Issue,Parks & Rec,Call Center,South,Carrick,40.4740532440544,-79.90942714747166
208,2024-08-30 04:16:00,New,Animal Issue,DOMI – Permits,Call Center,North,Squirrel Hill,40.372124311433375,-79.95137457109536
209,2024-01-02 20:20:00,Open,Animal Issue,DOMI – Permits,Call Center,East,Squirrel Hill,40.514829011028766,-80.04185902202686
210,2024-02-28 16:40:00,Closed,Road Repair,DOMI – Permits,Other,Central,Bloomfield,40.48526921990516,-79.96843737936337
211,2024-07-19 06:54:00,Closed,Waste,DOMI – Permits,Website,West,Beechview,40.357637145172006,-80.02865221943489
212,2024-09-09 13:00:00,Closed,Water Leak,DPW – Street Maint,Call Center,East,Strip District,40.34696101236005,-80.05063692059822
213,2024-08-25 23:10:00,Closed,Trees/Public Space,DPW – Street Maint,Call Center,Central,Carrick,40.4426158783009,-80.02529829119712
214,2024-03-22 20:35:00,Closed,Water Leak,Animal Care,Call Center,Central,Beechview,40.46574593951284,-80.05321193496431
215,2024-09-16 22:41:00,Closed,General Inquiry,DPW – Refuse,Call Center,East,Beechview,40.350955922986465,-79.94035791112627
216,2024-03-27 14:18:00,Closed,Waste,DPW – Refuse,Call Center,East,Shadyside,40.436323553842406,-80.12512548437346
217,2024-04-28 18:30:00,New,Trees/Public Space,PWSA,Website,North,Downtown,40.46487217364045,-80.01427172634766
218,2024-09-29 11:15:00,Closed,General Inquiry,DPW – Street Maint,Call Center,West,Bloomfield,40.51885804852723,-80.07737389612781
219,2024-08-25 02:47:00,Open,Noise,DOMI – Permits,Call Center,West,Bloomfield,40.38734201616871,-79.99663048924948
220,2024-11-05 23:11:00,New,Road Repair,Parks & Rec,Call Center,West,North Oakland,40.41075853392896,-80.02441564625528
221,2024-08-28 00:41:00,Closed,Animal Issue,Building Code,Call Center,East,Shadyside,40.43393639171678,-80.01107357180777
222,2024-07-26 10:23:00,Open,Road Repair,Parks & Rec,Call Center,North,East Liberty,40.469392385877654,-80.07040438295321
223,2024-02-04 04:35:00,Closed,Water Leak,DPW – Street Maint,Call Center,South,Squirrel Hill,40.337764128511665,-80.00190068400201
